Marca temporal,Consentimiento informado,Indica tu rango de edad ,Cuál es tu genero,Semestre en el que te encuentras actualmente,Carrera o programa académico,¿Has pensado en abandonar la universidad en algún momento?,"Si respondiste “sí” en la anterior, ¿Cuál fue la razón principal?",¿Cuentas con algún tipo de beca o apoyo institucional?,¿Cómo calificas tu nivel de estrés relacionado con los estudios?,¿Has sentido síntomas de ansiedad o depresión durante tu vida universitaria?,¿La calidad de los docentes ha influido en tu motivación para continuar estudiando?,"¿Has tenido dificultades con procesos administrativos (inscripciones, becas, trámites)?",¿Consideras que el transporte hacia la universidad es un factor que afecta tu permanencia?,"¿Recibes apoyo académico (tutorías, asesorías, acompañamiento)?",¿Tu familia apoya tu decisión de continuar en la universidad?,¿Qué tan satisfecho estás con tu experiencia universitaria actual?,¿Cómo calificas tu nivel de motivación para continuar y terminar tu carrera?,¿Conoces a algún compañero/a que haya abandonado la universidad?,"Si respondiste “sí”, ¿Cuál fue la razón principal por la que abandonó?",¿Consideras que la universidad ofrece suficiente apoyo para evitar el abandono?,¿Qué tipo de apoyo crees que evitaría el abandono escolar en la universidad?,¿Qué sugerencias darías para reducir el abandono escolar en tu salón o en la universidad?
28/9/2025 9:22:33,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",Más de 30,Masculino,3°,Licenciatura en Contaduría y Finanzas,Nunca,,No cuento con apoyo,Muy bajo,No,Muy positivamente,"No, ninguna",No afecta,No recibo apoyo,"Sí, totalmente",Muy satisfecho,Muy alta,No,,Sí,Becas o apoyos económicos,"Becas económicas, alimentación, bibliotecas con préstamo de material, biblioteca electrónica."
23/9/2025 21:40:14,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",20–22 años,Femenino,3°,Licenciatura en Mercadotecnia y Ventas,Algunas veces,Falta de motivación / interés,No cuento con apoyo,Bajo,"Sí, algunas veces",Neutro,"No, casi ninguna",No afecta,"Sí, de manera ocasional","Sí, totalmente",Poco satisfecho,Baja,No,"Falta de motivación e interés en la ma…
",Parcialmente,Becas o apoyos económicos,Que den mas talleres o cursos 
28/9/2025 10:40:37,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",Más de 30,Femenino,3°,Licenciatura en Contaduría y Finanzas,Pocas veces,Otra,No cuento con apoyo,Moderado,No,Positivamente,"No, ninguna",No afecta,"Sí, de manera constante","Sí, totalmente",Muy satisfecho,Alta,No,,Sí,Becas o apoyos económicos,Flexibilidad de horarios y algun apoyo
28/9/2025 11:18:04,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",Más de 30,Femenino,3°,Licenciatura en Contaduría y Finanzas,Muy frecuentemente,Problemas familiares,No cuento con apoyo,Alto,"Sí, frecuentemente",Muy negativamente,"Sí, algunas dificultades",No afecta,"Sí, de manera ocasional","Sí, totalmente",Satisfecho,Moderada,Sí,Económica,Parcialmente,Becas o apoyos económicos,Creo que tendría que haber apoyo psicológico por parte de los docentes que podamos 
24/9/2025 0:50:42,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",Más de 30,Femenino,1°,Licenciatura en Psicología,Algunas veces,Problemas académicos,No cuento con apoyo,Muy alto,"Sí, frecuentemente",Neutro,"No, casi ninguna",No afecta,No recibo apoyo,"Sí, totalmente",Satisfecho,Moderada,No,"Falta de motivación e interés en la ma…
",No,Tutorías académicas,más consideración para entregar tareas ya que en mi persona tengo más de 17 años sin estudiar 
28/9/2025 11:49:10,He leído y acepto participar de forma voluntaria y anónima en esta encuesta.,Más de 30,Femenino,3°,Licenciatura en Contaduría y Finanzas,Algunas veces,Dificultades económicas,No cuento con apoyo,Muy bajo,No,Positivamente,"No, casi ninguna","Sí, afecta un poco",No recibo apoyo,"Sí, en parte",Muy satisfecho,Alta,No estoy seguro,Falta de motivación e interés en la materia,Sí,Becas o apoyos económicos,Becas y apoyos económicos
24/9/2025 5:24:13,He leído y acepto participar de forma voluntaria y anónima en esta encuesta.,25 - 29 años,Femenino,2°,Licenciatura en Relaciones Internacionales,Algunas veces,Salud física o mental,No cuento con apoyo,Moderado,"Sí, algunas veces",Neutro,"Sí, algunas dificultades","Sí, afecta un poco","Sí, de manera ocasional","Sí, en parte",Poco satisfecho,Baja,No,"Falta de motivación e interés en la ma…
",No,Becas o apoyos económicos,Principalmente apoyos economicos o becas y tutorías con flexibilidad de horarios 
28/9/2025 14:41:10,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",25 - 29 años,Femenino,7°,Licenciatura en Ciencias de Datos para Negocios,Nunca,,No cuento con apoyo,Moderado,"Sí, algunas veces",Positivamente,"No, ninguna","Sí, afecta un poco",No recibo apoyo,"Sí, totalmente",Muy satisfecho,Muy alta,No,Falta de motivación e interés en la materia,Sí,Becas o apoyos económicos,Apoyo en general 
28/9/2025 16:40:47,He leído y acepto participar de forma voluntaria y anónima en esta encuesta.,25 - 29 años,Masculino,3°,Licenciatura en Ciencias de Datos para Negocios,Nunca,Otra,"Sí, beca parcial",Alto,"Sí, algunas veces",Positivamente,"Sí, algunas dificultades","Sí, afecta un poco","Sí, de manera ocasional","Sí, totalmente",Muy satisfecho,Muy alta,Sí,Económica,Sí,Becas o apoyos económicos,Seguir estudiando para que puedan encontrar un mejor trabajo que esta relacionado con la carrera que estudiamos
28/9/2025 16:54:11,He leído y acepto participar de forma voluntaria y anónima en esta encuesta.,Más de 30,Femenino,2°,Licenciatura en Derecho y Criminología,Algunas veces,Otra,No cuento con apoyo,Moderado,"Sí, algunas veces",Positivamente,"No, ninguna","Sí, afecta un poco",No recibo apoyo,"Sí, totalmente",Muy satisfecho,Moderada,Sí,Dejan mucha tarea algunos maestros,No,Mas capacitacion en las materias mas practica que lectora y menos tareas ,Ser mas fleccibles con los alumnos ya que la mayoria somos mas de 30 años  trabajamos.somos padres tenemos hijos en las escuelas y estufiantes nosotros 
28/9/2025 17:01:52,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",25 - 29 años,Masculino,2°,Licenciatura en Ingeniería en Control y Automatización,Algunas veces,"Problemas con la universidad (, trámites, docentes, etc)",No cuento con apoyo,Alto,"Sí, algunas veces",Muy positivamente,"Sí, algunas dificultades","Sí, afecta un poco","Sí, de manera ocasional","Sí, totalmente",Satisfecho,Muy alta,Sí,Por horario intermedio  y causa descuentos económicos ,Parcialmente,Becas y flexibilidad ,Tengan nos encuentra por favor algunos queríamos turnos matutino o vespertino pero no intermedio gracias 
28/9/2025 17:03:27,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",20–22 años,Masculino,2°,Licenciatura en Ingeniería en Control y Automatización,Nunca,,No cuento con apoyo,Moderado,No,Positivamente,"Sí, algunas dificultades",No afecta,No recibo apoyo,"Sí, totalmente",Muy satisfecho,Alta,No estoy seguro,,Parcialmente,Becas o apoyos económicos,Transporte y/o apoyos para los estudiantes 
24/9/2025 19:30:32,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",23–25 años,Femenino,3°,Licenciatura en Derecho y Criminología,Algunas veces,Falta de motivación / interés,No cuento con apoyo,Muy alto,"Sí, algunas veces",Neutro,"Sí, algunas dificultades",No afecta,No recibo apoyo,"Sí, totalmente",Satisfecho,Moderada,No,"Falta de motivación e interés en la ma…
",Parcialmente,Becas o apoyos económicos,"Becas y que sus maestros sean más profesionales, exigen y exigen cuando estamos a un mes de salir y en todo el semestre se hacen mensos disque con sus diapositivas o haciéndonos exponer mientras ellos revisan sus celulares "
24/9/2025 19:35:19,He leído y acepto participar de forma voluntaria y anónima en esta encuesta.,23–25 años,Masculino,1°,Licenciatura en Ciencias Ambientales para Zonas Urbanas,Muy frecuentemente,"Problemas con la universidad (, trámites, docentes, etc)",No cuento con apoyo,Muy alto,"Sí, frecuentemente",Neutro,"Sí, muchas dificultades","Sí, afecta mucho",No recibo apoyo,"Sí, en parte",Satisfecho,Baja,No,"Falta de motivación e interés en la ma…
",No,Becas o apoyos económicos,No lo sé
28/9/2025 18:01:24,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",Más de 30,Masculino,7°,Licenciatura en Ciencias de Datos para Negocios,Pocas veces,Falta de motivación / interés,No cuento con apoyo,Alto,"Sí, algunas veces",Negativamente,"Sí, algunas dificultades",No afecta,No recibo apoyo,"Sí, totalmente",Satisfecho,Muy alta,Sí,Falta de motivación e interés en la materia,No,Tutorías académicas,ninguna
24/9/2025 19:40:08,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",Más de 30,Femenino,1°,Licenciatura en Urbanismo y Desarrollo Metropolitano,Pocas veces,Dificultades económicas,No cuento con apoyo,Moderado,"Sí, algunas veces",Neutro,"No, ninguna",No afecta,No recibo apoyo,"Sí, totalmente",Satisfecho,Moderada,No,"Falta de motivación e interés en la ma…
",No,Tutorías académicas,"Acompañamiento, para los que ya esta es su segunda carrera y que los ayuden a motivacion academica y emocional a terminarla. "
28/9/2025 20:08:40,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",Más de 30,Femenino,3°,Licenciatura en Contaduría y Finanzas,Algunas veces,Falta de motivación / interés,No cuento con apoyo,Moderado,"Sí, algunas veces",Muy positivamente,"Sí, algunas dificultades",No afecta,"Sí, de manera constante","Sí, totalmente",Muy satisfecho,Alta,No,,Parcialmente,Becas o apoyos económicos,"Que jamas olviden por que dieron el gran paso de entrar a la universidad, aferrate a esa motivacion y no la olvides."
28/9/2025 20:10:12,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",Más de 30,Femenino,2°,Licenciatura en Derecho y Criminología,Nunca,,No cuento con apoyo,Moderado,No,Muy positivamente,"No, ninguna","Sí, afecta un poco",No recibo apoyo,"Sí, totalmente",Muy satisfecho,Muy alta,Sí,Económica,Sí,Becas o apoyos económicos,Apoyo a las madres solteras para conseguir guarderías cerca de la universidad 
24/9/2025 20:38:28,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",25 - 29 años,Femenino,1°,Licenciatura en Contaduría y Finanzas,Algunas veces,Salud física o mental,No cuento con apoyo,Muy bajo,"Sí, algunas veces",Neutro,"No, ninguna","Sí, afecta un poco","Sí, de manera ocasional","Sí, totalmente",Satisfecho,Moderada,No estoy seguro,"Falta de motivación e interés en la ma…
",Parcialmente,Becas o apoyos económicos,Que hubiera una opcion de evaluar a las personas que traen algo de conocimientos y experiencia laboral en la carrera que eligen algo como un exámen general y dependiendo del resultado solo darles un horario para impartirles las materias que no comprenden bien ya que algunas carreras llevan varios años y existen personas que ya cuentan con mas responsabilidades por lo que no tienen la misma disponibilidad de horarios que los jovenes de primer ingreso 
26/9/2025 15:25:33,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",20–22 años,Femenino,1°,Licenciatura en Psicología,Algunas veces,Dificultades económicas,No cuento con apoyo,Muy alto,"Sí, algunas veces",Neutro,"Sí, algunas dificultades",No afecta,"Sí, de manera ocasional","Sí, totalmente",Satisfecho,Moderada,No estoy seguro,"Falta de motivación e interés en la ma…
",Parcialmente,Becas o apoyos económicos,"En mi caso muchas veces eh pensado en abandonar la escuela, pues enconomicamente no tenemos todo el apoyo, considero que deberían brindar beca para alumnos de carreras en línea, a la mejor nosotros no necesitamos un transporte, o materiales así como los de presencial, pero si necesitamos compra computadoras, pagar el internet, aunque no lo crena. Muchas veces hasta por qué en casa falte el pan son cuestiones que te hacen pensar si en seguir una carrera o no, pues tenemos que buscar trabajos, en los cuales la mayoría son de tiempo completo, te pagan relativamente mal y los de medio tiempo te sobre explotan, oagandote igual de mal."
28/9/2025 21:11:58,He leído y acepto participar de forma voluntaria y anónima en esta encuesta.,Más de 30,Femenino,3°,Licenciatura en Psicología,Pocas veces,"Problemas con la universidad (, trámites, docentes, etc)",No cuento con apoyo,Alto,"Sí, algunas veces",Positivamente,"No, ninguna",No afecta,"Sí, de manera ocasional","Sí, totalmente",Poco satisfecho,Moderada,Sí,Familiar,Parcialmente,Becas o apoyos económicos,Que las clases en línea seña después de las 8 pm 
28/9/2025 21:37:24,He leído y acepto participar de forma voluntaria y anónima en esta encuesta.,Más de 30,Femenino,2°,Licenciatura en Ingeniería en Control y Automatización,Muy frecuentemente,"Problemas con la universidad (, trámites, docentes, etc)",No cuento con apoyo,Muy alto,Prefiero no contestar,Muy negativamente,"Sí, muchas dificultades","Sí, afecta mucho",No recibo apoyo,"No, en general no",Nada satisfecho,Muy baja,Sí,Problemas con. El horario cambios sin previo aviso porque es un gasto grande ir 4 camiones diarios porque los maestros no se dan cuentan que necesitamos apoyo porque estamos con rezagó más que nada el horario no se respetó el 3 días presenciales y 3 en línea son tajantes no nos toman en cuenta ,No,Y becas deberían darnos asesorías también deberían darnos el horario que se nos ofreció respetar somos la primera generación apoyamos somos agradecidos pero la manera enque se nos trata no es para nada justa ,Primero que nada que nos escuchen que respeten el horario que se nos oferto ya que la mayoría trabajamos y un horario intermedio no funciona la mayoría emos perdidos trabajos por cambios que nos hacen sin previo avisó el horario que se nos impuso es  absurdo intermedio la mayoría somos jefes de familia tenemos hijos también el darnos becas para el transporte gasto 4 pasajes diarios para ir ala universidad y soy madre soltera aplicamos ala universidad porque de muchas era la única que nos pareció la mejor opción por sus horarios por sus facilidades de 3 días presenciales y 3 en línea y no es justo ni m justifico pero es una pena que no vean y ni tomen en cuenta ala primera generación de ING de la universidad de Tijuana  que tristeza que de ser la mejor opción no seamos escuchados y ni tomados en cuenta ya que ellos piden apoyo y se los emos dado siempre damos el 100 y lo único que nos digan casi casi no esque si nos interesa está la opción si no es irnos por nuestro propio pie exorto alos directivos que seamos escuchados y tomen en cuenta nuestras necesidades como alumnado porque somos todo menos dignos libres y humanos gracias 
28/9/2025 21:49:06,Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.,Más de 30,Masculino,2°,Licenciatura en Ingeniería en Control y Automatización,Algunas veces,Otra,No cuento con apoyo,Moderado,No,Positivamente,"No, casi ninguna",No afecta,"Sí, de manera ocasional","Sí, totalmente",Satisfecho,Alta,Sí,Horario laboral ,No,Flexibilidad de horarios,"Que se nos apoye con horarios flexibles para que ala vez no perjudique tanto para el alumno como para los docentes, ya que se entiende que cada profesor imparte clases en otras escuelas y ala vez el alumno labora en un empleo."
26/9/2025 20:04:13,He leído y acepto participar de forma voluntaria y anónima en esta encuesta.,23–25 años,Femenino,3°,Licenciatura en Psicología,Algunas veces,Problemas familiares,No cuento con apoyo,Alto,"Sí, frecuentemente",Neutro,"No, ninguna",No afecta,"Sí, de manera constante","Sí, totalmente",Muy satisfecho,Muy baja,No estoy seguro,Económica,Parcialmente,Becas o apoyos económicos,Pues acompañamiento psicológico también 
26/9/2025 21:52:49,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",25 - 29 años,Masculino,1°,Licenciatura en Psicología,Algunas veces,Falta de motivación / interés,No cuento con apoyo,Alto,"Sí, algunas veces",Neutro,"No, ninguna",No afecta,"Sí, de manera constante","Sí, totalmente",Satisfecho,Moderada,No,Económica,Parcialmente,Becas o apoyos económicos,"Apoyar con becas, para las personas que estudiamos a distancia y talvez manejar un poco diferente el tema de las tareas, ya que a veces el tomar una licenciatura en línea se debe a la falta de tiempo"
27/9/2025 22:12:46,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",Más de 30,Femenino,3°,Licenciatura en Contaduría y Finanzas,Algunas veces,Problemas familiares,No cuento con apoyo,Alto,"Sí, algunas veces",Neutro,"No, ninguna",No afecta,"Sí, de manera ocasional","Sí, totalmente",Satisfecho,Alta,No,Económica,Parcialmente,Apoyo psicológico/emocional,Organizar tiempos y buscar apoyo en las materias que se hagan más difíciles 
27/9/2025 22:20:48,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",17–19 años,Femenino,2°,Licenciatura en Contaduría y Finanzas,Nunca,,No cuento con apoyo,Moderado,No,Neutro,"No, casi ninguna",No afecta,No recibo apoyo,"Sí, totalmente",Muy satisfecho,Muy alta,No estoy seguro,Económica,Sí,Becas o apoyos económicos,Practicamente yo consideraría que hubiera mucha flexibilidad en la parte de becas   
27/9/2025 22:45:11,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",Más de 30,Femenino,3°,Licenciatura en Contaduría y Finanzas,Muy frecuentemente,Falta de motivación / interés,No cuento con apoyo,Moderado,"Sí, algunas veces",Neutro,"No, casi ninguna",No afecta,"Sí, de manera constante","Sí, totalmente",Satisfecho,Baja,No,Económica,Parcialmente,Tutorías académicas,Que los maestros pongan ejemplos de como es que se realizan las actividades 
29/9/2025 18:03:14,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",25 - 29 años,Femenino,8°,Licenciatura en Humanidades y Narrativas Multimedia,Algunas veces,Falta de motivación / interés,No cuento con apoyo,Alto,"Sí, algunas veces",Negativamente,"Sí, algunas dificultades",No afecta,"Sí, de manera ocasional","Sí, totalmente",Satisfecho,Baja,Sí,Salud física o mental,Parcialmente,Becas o apoyos económicos,Opción para cambiar de carrera 
28/9/2025 9:14:58,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",Más de 30,Femenino,3°,Licenciatura en Contaduría y Finanzas,Algunas veces,Problemas familiares,No cuento con apoyo,Moderado,"Sí, algunas veces",Neutro,"No, casi ninguna",No afecta,"Sí, de manera constante","Sí, en parte",Poco satisfecho,Moderada,No,Económica,Parcialmente,Becas o apoyos económicos,"Apoyo económico, flexibilidad de entregas y tutorías, además de mejorar los horarios de clases sincronas "
28/9/2025 9:30:20,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",Más de 30,Femenino,3°,Licenciatura en Contaduría y Finanzas,Pocas veces,Otra,No cuento con apoyo,Bajo,"Sí, algunas veces",Neutro,"Sí, algunas dificultades",No afecta,"Sí, de manera ocasional","Sí, totalmente",Muy satisfecho,Alta,No,Económica,No,Tutorías académicas,Dar oportunidad después de cerrar la plataforma a aquellas personas que comprueben que tuvieron algún problema para entregar sus tareas.
29/9/2025 20:09:11,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",17–19 años,Masculino,1°,Licenciatura en Relaciones Internacionales,Nunca,,No cuento con apoyo,Moderado,No,Positivamente,"No, casi ninguna",No afecta,No recibo apoyo,"Sí, totalmente",Satisfecho,Muy alta,No,,Parcialmente,Flexibilidad de horarios,Tener comodidad con los horarios y tener mejor comunicación con respecto a las noticias de la escuela 
30/9/2025 0:34:02,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",Más de 30,Femenino,7°,Licenciatura en Psicología,Algunas veces,"Problemas con la universidad (, trámites, docentes, etc)",No cuento con apoyo,Muy alto,"Sí, algunas veces",Negativamente,"Sí, muchas dificultades",No afecta,No recibo apoyo,"No, en general no",Poco satisfecho,Baja,No,,No,Mejor calidad en los trámites y servicios,Que los grupos o canales de difusión no fueran tan elitistas ya que algunos grupos dejan a los alumnos fuera de sus grupos correspondientes
28/9/2025 20:22:44,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",20–22 años,Femenino,7°,Licenciatura en Ciencias de Datos para Negocios,Pocas veces,Dificultades económicas,No cuento con apoyo,Moderado,No,Neutro,"No, ninguna","Sí, afecta un poco",No recibo apoyo,"Sí, totalmente",Poco satisfecho,Moderada,No estoy seguro,Económica,No,Becas o apoyos económicos," Aumentar la disponibilidad de psicólogos y consejeros. Ofrecer talleres de manejo del estrés, técnicas de estudio y gestión del tiempo. O tambien ofrecer opciones de horarios flexibles, programas de medio tiempo o la posibilidad de tomar cursos en línea para aquellos que trabajan o tienen responsabilidades familiares."
28/9/2025 22:50:08,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",20–22 años,Femenino,1°,Licenciatura en Relaciones Internacionales,Muy frecuentemente,Otra,No cuento con apoyo,Moderado,Prefiero no contestar,Neutro,"No, casi ninguna",No afecta,No recibo apoyo,"Sí, totalmente",Poco satisfecho,Baja,No estoy seguro,Económica,Parcialmente,Flexibilidad de horarios,Que los horarios fueran más flexibles ya que por eso me di de baja
29/9/2025 7:27:37,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",Más de 30,Femenino,1°,Licenciatura en Contaduría y Finanzas,Muy frecuentemente,Salud física o mental,No cuento con apoyo,Alto,No,Neutro,"Sí, muchas dificultades",No afecta,No recibo apoyo,"No, en general no",Poco satisfecho,Muy baja,No,Económica,Sí,Orientación vocacional,"Los horarios en modalidad a distancia,  son miy dispersos y chocan con las actividades diarias, deberian ser  por turnos al igual que la híbrida "
29/9/2025 19:06:09,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",20–22 años,Femenino,1°,Licenciatura en Relaciones Internacionales,Algunas veces,Salud física o mental,No cuento con apoyo,Moderado,"Sí, algunas veces",Neutro,"No, casi ninguna",No afecta,No recibo apoyo,"Sí, totalmente",Satisfecho,Alta,No,Económica,No,Flexibilidad de horarios,Poder cambiar el turno y no esperar un año
1/10/2025 7:44:26,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",Más de 30,Femenino,6°,Licenciatura en Psicología,Muy frecuentemente,Problemas familiares,No cuento con apoyo,Muy alto,"Sí, frecuentemente",Positivamente,"No, casi ninguna","Sí, afecta mucho",No recibo apoyo,"No, en general no",Poco satisfecho,Moderada,Sí,Familiar,No,Flexibilidad de horarios,"De forma presencial solo sean 3 días a la semana, por los motivos personales de trabajo, familia u otros. Y que no todas las actividades sean en equipo ya que por cuestiones laborales y familiares uno pueda estar atento dentro de un equipo. Que hayan prototipicos de forma individual pero con menor peso en calificación. Ya que no todos los estudiantes tienen apoyos económicos o familiares. "
1/10/2025 8:12:15,He leído y acepto participar de forma voluntaria y anónima en esta encuesta.,17–19 años,Masculino,1°,Licenciatura en Ciencias de Datos para Negocios,Nunca,Problemas académicos,"Sí, apoyo en especie (alimentación, transporte, materiales)",Muy bajo,Prefiero no contestar,Positivamente,"No, casi ninguna","Sí, afecta mucho","Sí, de manera ocasional","Sí, totalmente",Poco satisfecho,Moderada,No,Problemas con la universidad,No,Becas o apoyos económicos,Den la beca
1/10/2025 14:51:38,He leído y acepto participar de forma voluntaria y anónima en esta encuesta.,25 - 29 años,Masculino,5°,Licenciatura en Ciencias de la Comunicación,Muy frecuentemente,"Problemas con la universidad (, trámites, docentes, etc)",No cuento con apoyo,Alto,"Sí, frecuentemente",Negativamente,"Sí, algunas dificultades",No afecta,No recibo apoyo,Prefiero no contestar,Poco satisfecho,Moderada,Sí,Académica,No,Apoyo psicológico/emocional,"Interes real en apoyar la salud mental y emocional de los estudiantes, nunca hay seguimiento con los casos que se presentan"
30/9/2025 15:05:30,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",Más de 30,Masculino,3°,Licenciatura en Ciencias de Datos para Negocios,Nunca,,No cuento con apoyo,Moderado,No,Neutro,"No, ninguna",No afecta,No recibo apoyo,Prefiero no contestar,Satisfecho,Muy alta,No,Económica,Sí,Flexibilidad de horarios,-
1/10/2025 23:52:55,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",Más de 30,Femenino,3°,Licenciatura en Ciencias de Datos para Negocios,Pocas veces,Otra,No cuento con apoyo,Moderado,"Sí, algunas veces",Neutro,"No, ninguna",No afecta,"Sí, de manera ocasional","Sí, totalmente",Satisfecho,Alta,Sí,Problemas con la universidad,No,Becas o apoyos económicos,"Mas apoyo a las personas que ya no continuan, saber como se les puede apoyar para que continuen con sus estudios"
2/10/2025 21:24:27,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",Más de 30,Masculino,2°,Licenciatura en Ciencias de Datos para Negocios,Nunca,,No cuento con apoyo,Moderado,"Sí, frecuentemente",Muy positivamente,"No, ninguna",No afecta,"Sí, de manera constante","Sí, totalmente",Muy satisfecho,Muy alta,No,,No,Flexibilidad de horarios,Asignaturas no esenciales 
3/10/2025 21:38:00,"He leído y acepto participar de forma voluntaria y anónima en esta encuesta., Entiendo que mis respuestas son confidenciales y serán usadas solo con fines académicos.",Más de 30,Femenino,3°,Licenciatura en Psicología,Muy frecuentemente,Dificultades económicas,No cuento con apoyo,Alto,"Sí, algunas veces",Neutro,"Sí, muchas dificultades","Sí, afecta mucho","Sí, de manera ocasional","Sí, en parte",Satisfecho,Moderada,Sí,Económica,No,Becas o apoyos económicos,Algún apoyo para los que estamos distancia ya que al menos en mi caso estoy de esta manera ya que no podría costear transporte ni comidas  para asistir allá 
